,video_id,comment,comment_cleaned
852,gAxyBMnT8NI,"you didn’t ‘trust the science’, you trusted the TV.
now you ARE ‘the research.
whoooops !","you didn’t ‘trust the science’, you trusted the tv.
now you are ‘the research.
whoooops !"
853,gAxyBMnT8NI,The purpose of these pandemics is to promote the need for stay-at-home absentee balloting.  This enables election rigging and selective vote destruction..,the purpose of these pandemics is to promote the need for stay-at-home absentee balloting.  this enables election rigging and selective vote destruction..
854,gAxyBMnT8NI,"No, it causes myocarditis","no, it causes myocard"
856,oz4FCtHEH5M,"इस से अच्छा वीडीओ पूरे यूट्यूब पर नहीं मिलेगा 

आप का बहोट धन्यवाद डॉक्टर साहब 
फैन हो गया में तो आप का 🙏","इस से अच्छा वीडीओ पूरे यूट्यूब पर नहीं मिलेगा 

आप का बहोट धन्यवाद डॉक्टर साहब 
फैन हो गया में तो आप का 🙏"
857,oz4FCtHEH5M,"प्रणाम सर
आपने सारी जानकारी बहुत ही सुंदर तरीके से दी हैं जिससे लोगों का भ्रम पूरी तरह से दूर हो गया💐
इसके लिए आपको बहुत बहुत
धन्यवाद","प्रणाम सर
आपने सारी जानकारी बहुत ही सुंदर तरीके से दी हैं जिससे लोगों का भ्रम पूरी तरह से दूर हो गया💐
इसके लिए आपको बहुत बहुत
धन्यवाद"
858,oz4FCtHEH5M,Your teaching style is outstanding. Thank you so much for giving this information. I am from Nepal,your teaching style is outstanding. thank you so much for giving this information. i am from nep
859,oz4FCtHEH5M,"Dr. Nadeem Sb bahut umda explain kiya hai aapne..

Allah aapse raazi rahe","dr. nadeem sb bahut umda explain kiya hai aapne..

allah aapse raazi rah"
860,oz4FCtHEH5M,Very detailed information 👍 thank you 🙏🏼,very detailed information 👍 thank you 🙏🏼
861,oz4FCtHEH5M,"You covered all questions.
Thanx","you covered all questions.
thanx"
862,oz4FCtHEH5M,Dr Nadeem jager explain very good way about covid19. Thank you sir.,dr nadeem jager explain very good way about covid19. thank you sir.
864,oz4FCtHEH5M,Thank you so much Dr. Sir 💐🙏,thank you so much dr. sir 💐🙏
865,h6potmDg0ek,"WAIT....SOOOO serious heart condition, gets the shots THEN catches cOvId, THEN didn't get circulation to her legs and needs to have them amputated???? HOW is this NOT a story about VaXxInE injury??????🤯🤯🤯","wait....soooo serious heart condition, gets the shots then catches covid, then didn't get circulation to her legs and needs to have them amputated???? how is this not a story about vaxxine injury??????🤯🤯🤯"
866,h6potmDg0ek,"""sAfe aNd EfFeCtIvE""

Prayers for this young lady.","""safe and effective""

prayers for this young lady."
867,h6potmDg0ek,"""Healthy 20 year old"" and ""born with a heart condition"" are two completely different things.","""healthy 20 year old"" and ""born with a heart condition"" are two completely different things."
868,h6potmDg0ek,Wait wait wait…. You didn’t say it loud enough….SHE HAD THIS HAPPEN AFTER BEING VACCINATED,wait wait wait…. you didn’t say it loud enough….she had this happen after being vaccin
869,h6potmDg0ek,"I have a coworker who was born with a congenital heart condition and had to have multiple heart surgeries as a child… she was afraid to get the vaccine due to the cardiac side effects, so never got vaccinated but ended up getting Covid… Thankfully she recovered without any lasting effects.","i have a coworker who was born with a congenital heart condition and had to have multiple heart surgeries as a child… she was afraid to get the vaccine due to the cardiac side effects, so never got vaccinated but ended up getting covid… thankfully she recovered without any lasting effects."
870,h6potmDg0ek,"Yea my mom had a very serious blood clot almost killed her, it did take away her vision but she survived. That paired with elevated heart rate high blood pressure and enlarged heart. All happened shortly after being vaccinated","yea my mom had a very serious blood clot almost killed her, it did take away her vision but she survived. that paired with elevated heart rate high blood pressure and enlarged heart. all happened shortly after being vaccin"
871,h6potmDg0ek,"If she was born with a serious heart condition, how is she a “healthy individual”? I think she is the definition of an individual with serious health conditions","if she was born with a serious heart condition, how is she a “healthy individual”? i think she is the definition of an individual with serious health condit"
872,h6potmDg0ek,I can't imagine being a 20 year and losing  legs. God bless her and her family.,i can't imagine being a 20 year and losing  legs. god bless her and her family.
873,h6potmDg0ek,"I absolutely feel for her.  Sounds like she is a very strong woman.  I wish her the best.  I encourage people to think outside the box.  Outside the MSM.

I had a close friend that died recently.  She was a fitness competitor.  In her prime and incredibly healthy.  She had no prior health concerns.  Fast forward to post ""covid prevention method"" She began experiencing extreme leg pain.  Her legs began to rapidly swell up.  She went into the hospital, where the clotting continued to get worse.  The doctors had no answers.  The only option was to amputate her legs from the hip down.  After the procedure, she died of a heart attack soon after.  In no way, shape or form was she sick with covid.  

This isn't the only story.","i absolutely feel for her.  sounds like she is a very strong woman.  i wish her the best.  i encourage people to think outside the box.  outside the msm.

i had a close friend that died recently.  she was a fitness competitor.  in her prime and incredibly healthy.  she had no prior health concerns.  fast forward to post ""covid prevention method"" she began experiencing extreme leg pain.  her legs began to rapidly swell up.  she went into the hospital, where the clotting continued to get worse.  the doctors had no answers.  the only option was to amputate her legs from the hip down.  after the procedure, she died of a heart attack soon after.  in no way, shape or form was she sick with covid.  

this isn't the only story."
874,h6potmDg0ek,"Doctors tried to amputate my friend’s leg from the hip due to clotting.. she didn’t allow it, neither from the knee or the ankle or the toes each time those “butchers” tried to convince her it was life and death. Years later she sill has her legs thanks to not complying.","doctors tried to amputate my friend’s leg from the hip due to clotting.. she didn’t allow it, neither from the knee or the ankle or the toes each time those “butchers” tried to convince her it was life and death. years later she sill has her legs thanks to not complying."
875,6mH0_S-_FqE,Hard pass.,hard pass.
876,6mH0_S-_FqE,I call 💩,i call 💩
877,6mH0_S-_FqE,BI🛑WEAP🛑N,bi🛑weap🛑n
878,6mH0_S-_FqE,I’ve seen many that I know that had severe side effects as for myself I have natural and I haven’t even had a sniffle why don’t they speak about our group,i’ve seen many that i know that had severe side effects as for myself i have natural and i haven’t even had a sniffle why don’t they speak about our group
879,6mH0_S-_FqE,746 views after 9 hours....HaHaHaHaHa,746 views after 9 hours....hahahahaha
880,6mH0_S-_FqE,Whats taking so long to release the new COVID version,whats taking so long to release the new covid vers
881,6mH0_S-_FqE,قسما بالله العلي العظيم اني في كرب شديد أوقفوا معي لوجه الله بجاه الله وجاه محمد رسول الله (ص) اختكم في شده ياامة محمد ياامة نبي الرحمة 😭الله يوفقك ويحفضك ويفرج همك الله يسهل امورك ويحفضك من كل شر ومكروه الله يسترك في الدنياا ولااخره ويجبرك واهلك اجمعين اسال الله يرزقك الصحه وعافيه الله يرحم به ولديك في الجنه الله يجعلك مستور مجبور الله يعطيك حتا يرضيك الله يجعلك من اسعد السعدا الله يفتح لك ابواب الجنه قال عز وجل [[مَّآ أَفَآءَ ٱللَّهُ عَلَىٰ رَسُولِهِۦ مِنۡ أَهۡلِ ٱلۡقُرَىٰ فَلِلَّهِ وَلِلرَّسُولِ وَلِذِي ٱلۡقُرۡبَىٰ وَٱلۡيَتَٰمَىٰ وَٱلۡمَسَٰكِينِ وَٱبۡنِ ٱلسَّبِيلِ كَيۡ لَا يَكُونَ دُولَةَۢ بَيۡنَ ٱلۡأَغۡنِيَآءِ مِنكُمۡۚ وَمَآ ءَاتَىٰكُمُ ٱلرَّسُولُ فَخُذُوهُ وَمَا نَهَكمۡ عَنۡهُ فَٱنتَهُواْۚ وَٱتَّقُواْ ٱللَّهَۖ إِنَّ ٱللَّهَ شَدِيدُ ٱلۡعِقَابِ]] 00967712589393آنني آنآشدکم يآمنِ تحبوٌن فعلَ آلَخِير حيَثً آنِنآ يَتٌيَمًآتٌ وٌمًآلَنِآ آحًدٍ وٌمًهّدٍدٍيَنِ بًآلَطِردٍ مًنِ آلَبًيَتٌ آلَێ آلَشُآرعٌ آذِآ لَمً نِدٍفُعٌ آلَآجّآر يَشُهّدٍ آلَلَهّ آنِنِآ مًآنِمًتٌلَك حًتٌێ مًآنِسِدٍ بًهّ جّوٌعٌنِآ آسِآلَکْمً بًآلَلَهّ يَآمًنِ قُرآء رسِآلَتٌيَ وٌهّوٌ يَسِتٌطِيَعٌ يَمًدٍ لَنِآ يَدٍ آلَعٌوٌنِ وٌلَوٌ بًآلَقُلَيَلَ مًنِ آلَمًآلَ بًقُدٍر آسِتٌطِآعٌتٌهّ آنِهّ لَآيَتٌآخِر عٌلَيَنِآ فُيَ هّآذِآ آلَلَحًضهّ\\{\>{>{> @@@@@@@/////////////♕♕♕♕♕¶¶¶¶¶¶¶¶¶¶¶✓✓✓✓✓✓✓✓✓✓✓✓\\\\\\\\\\\\\\\\\\,قسما بالله العلي العظيم اني في كرب شديد أوقفوا معي لوجه الله بجاه الله وجاه محمد رسول الله (ص) اختكم في شده ياامة محمد ياامة نبي الرحمة 😭الله يوفقك ويحفضك ويفرج همك الله يسهل امورك ويحفضك من كل شر ومكروه الله يسترك في الدنياا ولااخره ويجبرك واهلك اجمعين اسال الله يرزقك الصحه وعافيه الله يرحم به ولديك في الجنه الله يجعلك مستور مجبور الله يعطيك حتا يرضيك الله يجعلك من اسعد السعدا الله يفتح لك ابواب الجنه قال عز وجل [[مَّآ أَفَآءَ ٱللَّهُ عَلَىٰ رَسُولِهِۦ مِنۡ أَهۡلِ ٱلۡقُرَىٰ فَلِلَّهِ وَلِلرَّسُولِ وَلِذِي ٱلۡقُرۡبَىٰ وَٱلۡيَتَٰمَىٰ وَٱلۡمَسَٰكِينِ وَٱبۡنِ ٱلسَّبِيلِ كَيۡ لَا يَكُونَ دُولَةَۢ بَيۡنَ ٱلۡأَغۡنِيَآءِ مِنكُمۡۚ وَمَآ ءَاتَىٰكُمُ ٱلرَّسُولُ فَخُذُوهُ وَمَا نَهَكمۡ عَنۡهُ فَٱنتَهُواْۚ وَٱتَّقُواْ ٱللَّهَۖ إِنَّ ٱللَّهَ شَدِيدُ ٱلۡعِقَابِ]] 00967712589393آنني آنآشدکم يآمنِ تحبوٌن فعلَ آلَخِير حيَثً آنِنآ يَتٌيَمًآتٌ وٌمًآلَنِآ آحًدٍ وٌمًهّدٍدٍيَنِ بًآلَطِردٍ مًنِ آلَبًيَتٌ آلَێ آلَشُآرعٌ آذِآ لَمً نِدٍفُعٌ آلَآجّآر يَشُهّدٍ آلَلَهّ آنِنِآ مًآنِمًتٌلَك حًتٌێ مًآنِسِدٍ بًهّ جّوٌعٌنِآ آسِآلَکْمً بًآلَلَهّ يَآمًنِ قُرآء رسِآلَتٌيَ وٌهّوٌ يَسِتٌطِيَعٌ يَمًدٍ لَنِآ يَدٍ آلَعٌوٌنِ وٌلَوٌ بًآلَقُلَيَلَ مًنِ آلَمًآلَ بًقُدٍر آسِتٌطِآعٌتٌهّ آنِهّ لَآيَتٌآخِر عٌلَيَنِآ فُيَ هّآذِآ آلَلَحًضهّ\\{\>{>{> @@@@@@@/////////////♕♕♕♕♕¶¶¶¶¶¶¶¶¶¶¶✓✓✓✓✓✓✓✓✓✓✓✓\\\\\\\\\\\\\\\\\\
883,ButW2kNe564,You shouldn’t even have to do this kind of run around with exemptions as a free citizen you should have the right to just say no.,you shouldn’t even have to do this kind of run around with exemptions as a free citizen you should have the right to just say no.
884,ButW2kNe564,"By law, they have to accept the exemption.  If they don't, you can sue them.  Do not let these bullies scare you","by law, they have to accept the exemption.  if they don't, you can sue them.  do not let these bullies scare y"
885,ButW2kNe564,"Has nothing to do with health, all to do with power and control!","has nothing to do with health, all to do with power and control!"
886,ButW2kNe564,"The vaccine theory of “Well you’ve had vaccines in the past why not this one?

 Most vaccines are given as children with consent of parents without choice. 
People grow into Adults and are perfectly  entitled to change their opinion & their Religious belief if they choose to do so .","the vaccine theory of “well you’ve had vaccines in the past why not this one?

 most vaccines are given as children with consent of parents without choice. 
people grow into adults and are perfectly  entitled to change their opinion & their religious belief if they choose to do so ."
887,ButW2kNe564,You don’t get to decide my religious beliefs. I hope all those denied sue and win.,you don’t get to decide my religious beliefs. i hope all those denied sue and win.
888,ButW2kNe564,"You shouldn't have to hide behind religion. All that should be required is someone simply saying ""No"".","you shouldn't have to hide behind religion. all that should be required is someone simply saying ""no""."
889,ButW2kNe564,"AT 1:17 ""The nature of their objection isn't truly religious."" The woman is basically calling those who would seek a religious exemptions liars and she does it with a smirk on her face. The lady's a snake.","at 1:17 ""the nature of their objection isn't truly religious."" the woman is basically calling those who would seek a religious exemptions liars and she does it with a smirk on her face. the lady's a snake."
890,ButW2kNe564,"Wow, this woman is completely wrong. Your employer does not have the right to ask you details about your faith whatsoever you could tell them you believe in a unicorn and it's none of their business. It doesn't even have to be a widely recognized religion, I've been attached these court cases in the past few months and I can tell you this woman is 100% correct you have a right to a religious exemption without all these details she is alleging.","wow, this woman is completely wrong. your employer does not have the right to ask you details about your faith whatsoever you could tell them you believe in a unicorn and it's none of their business. it doesn't even have to be a widely recognized religion, i've been attached these court cases in the past few months and i can tell you this woman is 100% correct you have a right to a religious exemption without all these details she is alleging."
891,ButW2kNe564,They never mandated the flu shot. I never got that either and I work in healthcare.,they never mandated the flu shot. i never got that either and i work in healthcare.
892,OJJbm8JuRvs,"""You dont want to be the only kid in class without myocarditis, do you?""","""you dont want to be the only kid in class without myocarditis, do you?"""
893,OJJbm8JuRvs,"If I was calm near my friend, it was because I didn’t wanna cry in front of them lol","if i was calm near my friend, it was because i didn’t wanna cry in front of them lol"
894,OJJbm8JuRvs,I hope and pray these babies don't develop major health issues later in life.,i hope and pray these babies don't develop major health issues later in life.
895,OJJbm8JuRvs,These parents have to feel so bad for what they’ve done to kids,these parents have to feel so bad for what they’ve done to kid
896,OJJbm8JuRvs,My goodness I hope nobody is vaccinating their kids anymore. I hope everyone is aware and awake. It is not for your benefit. Believe in your gut instinct. If somebody Hass to talk you into something it’s not good.,my goodness i hope nobody is vaccinating their kids anymore. i hope everyone is aware and awake. it is not for your benefit. believe in your gut instinct. if somebody hass to talk you into something it’s not good.
897,OJJbm8JuRvs,Wouldn’t put that thing in my kid ✋,wouldn’t put that thing in my kid ✋
898,OJJbm8JuRvs,Poor innocent kids god bless them for what comes later in life,poor innocent kids god bless them for what comes later in lif
899,OJJbm8JuRvs,"I remember getting a shot when I was like 8 and the lady was like “it’s gonna feel like I’m pinching you, like this” and I felt a pinch on my arm and I was like “oh that’s not bad.” She had already given me the shot.","i remember getting a shot when i was like 8 and the lady was like “it’s gonna feel like i’m pinching you, like this” and i felt a pinch on my arm and i was like “oh that’s not bad.” she had already given me the shot."
901,OJJbm8JuRvs,"im 19, turning 20 and i still have the phobia of needles, i never grew out of it haha. looking away tends to help a ton.","im 19, turning 20 and i still have the phobia of needles, i never grew out of it haha. looking away tends to help a ton."
902,0UHCFPDhrEI,"“The vaccine should be tested on politicians first.  If they survive, the vaccine is safe.  
If they don’t, then the country is safe.”
—Monika Wisniewska
.....……","“the vaccine should be tested on politicians first.  if they survive, the vaccine is safe.  
if they don’t, then the country is safe.”
—monika wisniewska
.....……"
903,0UHCFPDhrEI,I swear our world has gone through a wormhole where wrong is right and right is wrong. God help us all. ✝️,i swear our world has gone through a wormhole where wrong is right and right is wrong. god help us all. ✝️
904,0UHCFPDhrEI,You women are my heroes!  Stay strong!!,you women are my heroes!  stay strong!!
905,0UHCFPDhrEI,The more they try to convince me to get it the more my gut tells me not too,the more they try to convince me to get it the more my gut tells me not too
907,0UHCFPDhrEI,This aged beautifully…,this aged beautifully…
908,0UHCFPDhrEI,"Vaccine or no vaccine, everyone is taking a risk. People should just mind their own business.","vaccine or no vaccine, everyone is taking a risk. people should just mind their own business."
909,0UHCFPDhrEI,"The longer I have worked in the health field as an RN the more skeptical I am with ""Experts"".","the longer i have worked in the health field as an rn the more skeptical i am with ""experts""."
910,0UHCFPDhrEI,They should do a documentary on severely injured patients from the vaccine and the percentage then,they should do a documentary on severely injured patients from the vaccine and the percentage then
911,0UHCFPDhrEI,I appreciate these women being honest. There’s so much fear about speaking out against mandates. It’s terrible,i appreciate these women being honest. there’s so much fear about speaking out against mandates. it’s terr
912,czITyiW9a5I,Tôi 34 tuổi ko tiêm mũi vác xin nào cả. Mắc bệnh 3 lần vẫn ko sao. Ngày đó đang đi làm xin nghỉ làm luôn để ở nhà ko phải tiêm,tôi 34 tuổi ko tiêm mũi vác xin nào cả. mắc bệnh 3 lần vẫn ko sao. ngày đó đang đi làm xin nghỉ làm luôn để ở nhà ko phải tiêm
913,czITyiW9a5I,Bọn này quảng cáo thuốc...?,bọn này quảng cáo thuốc...?
914,czITyiW9a5I,Lại tuyên truyền bẩm,lại tuyên truyền bẩm
915,Yd1P-NnvkOA,"Just remember I'm using your card, if you lost it?","just remember i'm using your card, if you lost it?"
916,Yd1P-NnvkOA,🔝is the best we ordered some cards yesterday and we got them today❤️❤️,🔝is the best we ordered some cards yesterday and we got them today❤️❤️
917,Yd1P-NnvkOA,☝️make sure you contact the above mentioned account incase you have similar issue of lost vaccine card your Hope's of getting another is 100%,☝️make sure you contact the above mentioned account incase you have similar issue of lost vaccine card your hope's of getting another is 100%
918,Yd1P-NnvkOA,Just forge one.  Is not worth it getting it,just forge one.  is not worth it getting it
919,Yd1P-NnvkOA,Reporter has an unnecessary loud mouth!,reporter has an unnecessary loud mouth!
920,RWDXEsgU3pE,Dude read the conspiracy websites and wanted free 5G internet 😂,dude read the conspiracy websites and wanted free 5g internet 😂
921,RWDXEsgU3pE,How does the medical profession even allow that to happen.,how does the medical profession even allow that to happen.
922,RWDXEsgU3pE,I’ll ask the hard question. Why?,i’ll ask the hard question. why?
923,RWDXEsgU3pE,"Why is it that nobody realized this? Normally, when you get a shot, it should be registered in a national data bank, or not so?","why is it that nobody realized this? normally, when you get a shot, it should be registered in a national data bank, or not so?"
925,RWDXEsgU3pE,"In a way, this seems to strongly support the safety of the vaccines he took.","in a way, this seems to strongly support the safety of the vaccines he took."
927,RWDXEsgU3pE,Lol. That dudes never getting covid.,lol. that dudes never getting covid.
928,RWDXEsgU3pE,The worst that could happen is ingesting too much of the preservative ingredient and trust me you ingest more preservatives from food that comes in the grocery store than he did.,the worst that could happen is ingesting too much of the preservative ingredient and trust me you ingest more preservatives from food that comes in the grocery store than he did.
929,RWDXEsgU3pE,I wouldn't believe this if it becomes notarized.,i wouldn't believe this if it becomes notarized.
931,Vgu1bkZC49s,"He states that the man will be ""compensated"".  There is no compensation.  This poison should never have been forced on the public in the first place!","he states that the man will be ""compensated"".  there is no compensation.  this poison should never have been forced on the public in the first place!"
932,Vgu1bkZC49s,Lets not forget Sunak bought shares in Moderna before the Government signed a multi million pound contract with the company.,lets not forget sunak bought shares in moderna before the government signed a multi million pound contract with the company.
933,Vgu1bkZC49s,"This was not a scandal, it was done on purpose. They knew what they were doing. You should be waking up.","this was not a scandal, it was done on purpose. they knew what they were doing. you should be waking up."
934,Vgu1bkZC49s,"The journalist who had the hide to call this person an anti-vaxer should be made to show why he should continue to be employed. Further, he should be made to publicly apologise to this man especially as his comments were public as well","the journalist who had the hide to call this person an anti-vaxer should be made to show why he should continue to be employed. further, he should be made to publicly apologise to this man especially as his comments were public as wel"
935,Vgu1bkZC49s,How could a vaccine injured person be anti vaxxer?,how could a vaccine injured person be anti vaxxer?
936,Vgu1bkZC49s,Its not a scandal ITS the biggest crime against humanity,its not a scandal its the biggest crime against human
937,Vgu1bkZC49s,"Rishi Sunak, the leader of the Tory Party that expelled Andrew Bridgen MP from the party last year for raising concerns about the vax in parliament. The very parliament that couldn't be bothered to attend two subsequent debates by Mr Bridgen on the safety of this drug.","rishi sunak, the leader of the tory party that expelled andrew bridgen mp from the party last year for raising concerns about the vax in parliament. the very parliament that couldn't be bothered to attend two subsequent debates by mr bridgen on the safety of this drug."
938,Vgu1bkZC49s,I've been to 7 funerals in 15mths. Every person who died was under 60. Many at these funerals were talking about the elephant in the room and were scared as they had taken the juice. I hadn't but didn't feel superior or more intelligent. I just felt sad and upset that the bastards had reduced us to this. Decent friends and family dying when they were told they were doing the right thing.,i've been to 7 funerals in 15mths. every person who died was under 60. many at these funerals were talking about the elephant in the room and were scared as they had taken the juice. i hadn't but didn't feel superior or more intelligent. i just felt sad and upset that the bastards had reduced us to this. decent friends and family dying when they were told they were doing the right thing.
939,Vgu1bkZC49s,"It has not saved many lives, it has ruined them","it has not saved many lives, it has ruined them"
940,IS3kQYcKSeY,"India has broken record of fastest vaccine production thanks to our pharmacy workers, scientists and QUAD who gave soft loans to Indian companies.❤️","india has broken record of fastest vaccine production thanks to our pharmacy workers, scientists and quad who gave soft loans to indian companies.❤️"
941,IS3kQYcKSeY,"To maintain international relations , such acts are very much appreciated and have optimal importance.
Mere 1lac doses never quench the requirement of thousand of millions..","to maintain international relations , such acts are very much appreciated and have optimal importance.
mere 1lac doses never quench the requirement of thousand of millions.."
942,IS3kQYcKSeY,Meanwhile Indians and Taiwanese: Something is burning.😂,meanwhile indians and taiwanese: something is burning.😂
943,IS3kQYcKSeY,Amazing 🔥🇮🇳🇹🇼,amazing 🔥🇮🇳🇹🇼
944,IS3kQYcKSeY,"Taiwan is a peaceful country and  India and taiwan good Friend's
It is a friend's duty to help a friend🙏","taiwan is a peaceful country and  india and taiwan good friend's
it is a friend's duty to help a friend🙏"
945,IS3kQYcKSeY,Once a legend said action speak louder than words ❤️.,once a legend said action speak louder than words ❤️.
946,IS3kQYcKSeY,"India doing what it always does, help those in need. It is a cultural value and I am glad we have not lost it","india doing what it always does, help those in need. it is a cultural value and i am glad we have not lost it"
947,IS3kQYcKSeY,Wowwwww!!!!Good job INDIA...Love from the PHILIPPINES.❤️❤️❤️🙏🙏🙏😊😊😊,wowwwww!!!!good job india...love from the philippines.❤️❤️❤️🙏🙏🙏😊😊😊
948,IS3kQYcKSeY,"Everyone should praise India for doing the right thing like China, 👍👍","everyone should praise india for doing the right thing like china, 👍👍"
949,IS3kQYcKSeY,Jai Hind!   🙏🌈🇵🇭🇹🇼💝❣️💖♥️🇮🇳🌈🙏👏👌👍💪👊🌈🙏,jai hind!   🙏🌈🇵🇭🇹🇼💝❣️💖♥️🇮🇳🌈🙏👏👌👍💪👊🌈🙏
950,2Ruq3o7iZho,"Incidentally enough, the first two times in YEARS I've ovulated (I have PCOS), were directly after shots one and two. Second time, I got pregnant ;) Currently percolating twins!","incidentally enough, the first two times in years i've ovulated (i have pcos), were directly after shots one and two. second time, i got pregnant ;) currently percolating twins!"
952,2Ruq3o7iZho,"LOVE seeing you discuss actual epidemiological data, I'm learning about this in my first semester of veterinary school, I face similar challenges when I discuss vaccine risk with my clients! Thank you for spreading evidence-based medical knowledge with a sympathetic and digestible message!","love seeing you discuss actual epidemiological data, i'm learning about this in my first semester of veterinary school, i face similar challenges when i discuss vaccine risk with my clients! thank you for spreading evidence-based medical knowledge with a sympathetic and digestible message!"
953,2Ruq3o7iZho,Never thought I would see a science experience on pregnant women.,never thought i would see a science experience on pregnant women.
954,2Ruq3o7iZho,"When I got my first shot I had a sore arm, of course, and a bit of a headache, and I was EXHAUSTED. The rest of it cleared up, but the exhaustion only lessened a bit. Which is when I realized I was about five weeks pregnant. LOL! Turns out baby was more to blame for the exhaustion than the vaccine was.","when i got my first shot i had a sore arm, of course, and a bit of a headache, and i was exhausted. the rest of it cleared up, but the exhaustion only lessened a bit. which is when i realized i was about five weeks pregnant. lol! turns out baby was more to blame for the exhaustion than the vaccine was."
955,2Ruq3o7iZho,"Just had the weirdest realization when she was talking about the placenta. My body has the ability to not only create new human life,  but a whole new organ outside the fetus as well. Never thought about it. And I've given birth twice!  🤯","just had the weirdest realization when she was talking about the placenta. my body has the ability to not only create new human life,  but a whole new organ outside the fetus as well. never thought about it. and i've given birth twice!  🤯"
956,2Ruq3o7iZho,Pfizer jabbed during pregnancy and jabbed while breastfeeding. No side effects for myself or my newborn. We are all healthy.,pfizer jabbed during pregnancy and jabbed while breastfeeding. no side effects for myself or my newborn. we are all healthy.
961,szyW6XdufBU,"29, male, didn't want the jab but was coerced by my employer & I had just had covid & got over it naturally. Got part 1 & 2 of the Pfizer shot 10 months ago. I've had this weird lump under my left arm in my armpit that I noticed after getting the jab, I get weird pains in my chest near my heart, weird random pains in my legs & constantly feel tired. I will NEVER forgive & forget the people who pushed this shit on the rest of us.","29, male, didn't want the jab but was coerced by my employer & i had just had covid & got over it naturally. got part 1 & 2 of the pfizer shot 10 months ago. i've had this weird lump under my left arm in my armpit that i noticed after getting the jab, i get weird pains in my chest near my heart, weird random pains in my legs & constantly feel tired. i will never forgive & forget the people who pushed this shit on the rest of us."
962,szyW6XdufBU,"These are describing just a few of my long term side effects from the stupid shots over a year ago. But I live in the United States surrounded by Vanderbilt facilities, and the 1st thing they suggest if you think that you have side effects is that you get your vaccine updated and get mental health help because ""we're delusional"".
 There is no way for us to get help in the United States.","these are describing just a few of my long term side effects from the stupid shots over a year ago. but i live in the united states surrounded by vanderbilt facilities, and the 1st thing they suggest if you think that you have side effects is that you get your vaccine updated and get mental health help because ""we're delusional"".
 there is no way for us to get help in the united states."
963,szyW6XdufBU,"i get alot of these most noticable is the blurry vision, weird chest things, numbing of arms or legs.","i get alot of these most noticable is the blurry vision, weird chest things, numbing of arms or legs."
964,szyW6XdufBU,"My symptoms after taking 1st dose of covishield/oxford vaccine was:
1) Fatigue for 3-5 days. Body felt warm. Eyes heavy. No strength to walk. Just wanted sleep.
2) some strange feeling in the chest/blood pressure. The feeling I couldn't explain. Like someone was turning my system on and off.

I took my dose on 9th Oct. I still feel weird today. I took paracetamol for the first week every night. I'm a guy who works with power tools whole day. It's what I love to do instead of hitting the bottle. I felt tired but i never took a day off. I don't feel like taking the 2nd shot. People around me have already got their second and now the govt is considering a third or even a forth. I think its all a scam because the vaccine is in an incomplete stage.","my symptoms after taking 1st dose of covishield/oxford vaccine was:
1) fatigue for 3-5 days. body felt warm. eyes heavy. no strength to walk. just wanted sleep.
2) some strange feeling in the chest/blood pressure. the feeling i couldn't explain. like someone was turning my system on and off.

i took my dose on 9th oct. i still feel weird today. i took paracetamol for the first week every night. i'm a guy who works with power tools whole day. it's what i love to do instead of hitting the bottle. i felt tired but i never took a day off. i don't feel like taking the 2nd shot. people around me have already got their second and now the govt is considering a third or even a forth. i think its all a scam because the vaccine is in an incomplete stage."
965,szyW6XdufBU,The question is what to do if someone has these symptoms,the question is what to do if someone has these symptom
966,szyW6XdufBU,I had a stroke after getting the shot. My life is ruined... What am I suppose to do now? No attorney will take my case...,i had a stroke after getting the shot. my life is ruined... what am i suppose to do now? no attorney will take my case...
967,szyW6XdufBU,Mom age is 60 first dose of covisheild  after 10 day still weakness nd  dullness what should I do,mom age is 60 first dose of covisheild  after 10 day still weakness nd  dullness what should i do
968,szyW6XdufBU,My left lung feels heavy and I got vaccine 1 month ago,my left lung feels heavy and i got vaccine 1 month ago
969,szyW6XdufBU,"I got vaccinated last month (AstraZeneca) but now i am suffering from limb pain and numbness in hands.
P.s : i have thyroid problem and Pcos but never before the vaccination i have felt this kind of pain","i got vaccinated last month (astrazeneca) but now i am suffering from limb pain and numbness in hands.
p.s : i have thyroid problem and pcos but never before the vaccination i have felt this kind of pain"
970,qWI0YiSmTKs,"If keys are sticking to you, you might want to shower more often.","if keys are sticking to you, you might want to shower more often."
971,qWI0YiSmTKs,This explains why I’m always being attracted to my fridge.,this explains why i’m always being attracted to my fridge.
972,qWI0YiSmTKs,"The part that cracks me up the most is that keys are almost always made of brass,  or chrome-plated brass.  They won't stick to a magnet.  Try it!  They are NOT magnetic.","the part that cracks me up the most is that keys are almost always made of brass,  or chrome-plated brass.  they won't stick to a magnet.  try it!  they are not magnetic."
973,qWI0YiSmTKs,I was having a bad day and came back to view the key sticking lady. I’m feeling a lot better now thank you 😊,i was having a bad day and came back to view the key sticking lady. i’m feeling a lot better now thank you 😊
974,qWI0YiSmTKs,Ahhh I see.. That's why I kept getting drawn back to my fridge. I thought I was just hungry.,ahhh i see.. that's why i kept getting drawn back to my fridge. i thought i was just hungry.
975,qWI0YiSmTKs,"""Think of how stupid the average person is, and realize half of them are stupider than that."" George Carlin (1937-2008)","""think of how stupid the average person is, and realize half of them are stupider than that."" george carlin (1937-2008)"
